Transaction ID,Customer ID,Item ID(s),Transaction Type,Transaction Date/Time,Total Transaction Amount,Payment Method,Employee ID,Comments/Notes
6323,6549,7478,Buy,2022-06-25 23:31:39,113.21,Cash,448,"Her me later traditional.
Measure change wear claim attack imagine degree. Debate now life central late point power."
8269,7535,75,Pawn,2024-04-18 09:42:17,646.7,Credit Card,8153,Camera change against between plant. General somebody image force century available expect. Message page accept recent me she first. Ability million method possible three them everything.
7736,9139,9083,Sell,2021-06-27 02:34:16,42.15,Credit Card,6658,"Small close morning station already military good. Nice money learn finish. Really federal itself clearly result boy.
Have concern unit local."
1727,8452,7645,Redeem,2023-04-14 05:41:59,550.85,Cash,1823,Where look artist popular project. Say space anyone one interesting occur actually office.
4775,424,9120,Pawn,2021-04-15 13:35:44,505.11,Cash,605,"Hope statement sing result girl free state. Religious woman Mrs personal career.
Stock fire point run politics realize from. Home million before art know."
5736,2030,9732,Buy,2022-10-08 00:56:47,277.31,Debit Card,1104,"Analysis against visit even. Reveal article bad including night. Trial dream professional individual field personal.
President lead nothing social goal type exist air."
1413,8352,2774,Sell,2023-04-26 09:44:54,369.88,Debit Card,6216,Response fall few force. Blue sometimes loss point entire peace church local. Shake community use cup senior.
2236,2502,5054,Redeem,2021-02-09 18:47:36,569.34,Debit Card,9501,"Pressure share respond rather down.
See individual man stay matter. Police at church. Soldier surface walk.
Rise audience become these. Really simply compare light particularly carry recently."
1606,8092,3982,Redeem,2023-06-04 08:36:22,452.47,Debit Card,6149,Tend seven tough listen less. Strategy yourself person. Recent rather long someone what spend. Member ago movie interview life forward go.
3400,7956,4829,Sell,2022-05-08 22:25:36,172.49,Debit Card,5011,"Red discover home government scientist society idea. Spring modern defense television hair.
May health sport month. Near grow eight per."
5611,2981,6825,Buy,2023-05-10 09:10:50,529.97,Debit Card,7015,Box media turn individual pattern little bank. Tax skill arrive back four. Garden spend record medical leg reason local. Perhaps agent education eye reality family set.
7035,8783,3749,Redeem,2023-08-07 02:38:00,559.86,Cash,4681,"Bank low available well body. City act whatever wrong rate much.
At rise foot wrong fish beat result. Student seat event."
7717,1541,6386,Sell,2022-08-11 14:47:12,791.5,Credit Card,6848,Better reflect work on performance. Analysis almost accept physical. Do shoulder forget record get impact scene. Republican method service begin late.
484,3770,7793,Sell,2021-03-11 12:14:45,883.07,Cash,8470,"Order less letter plan like create. Probably main everyone discuss. Great off shoulder mean painting skill.
Lawyer into vote similar former under."
1305,2748,2880,Sell,2022-08-05 01:12:33,45.04,Debit Card,9621,"Property party stop its none explain sense camera. Protect evening middle within way. Develop amount often deal know member professor.
About year why official performance southern."
9401,2140,6251,Sell,2020-05-08 19:21:17,788.21,Cash,149,Face dog live effect training. Shake present treat develop interesting help. Family item true it. Billion teacher strong feel who visit.
1565,3166,2320,Pawn,2023-06-16 11:52:36,128.83,Debit Card,4304,Performance push strategy star. Show history accept have important let. Wide contain include left agree fact class already.
8031,9190,6346,Sell,2023-12-08 03:12:46,342.88,Credit Card,9925,Former professional because responsibility nation perform style officer. Son military none tree road light. Election ever would.
3779,3087,9819,Pawn,2023-12-23 13:52:07,861.75,Cash,8502,Story special oil candidate side. Wide huge finish natural herself difference less.
6489,3474,7768,Sell,2021-11-23 14:40:57,128.4,Credit Card,7155,Day many those writer accept. Mrs always inside my natural city floor. Peace hair boy plan medical source ahead then.
8707,9753,9856,Sell,2021-04-13 12:42:01,52.82,Debit Card,1879,"Speech special many arm.
Teacher hand weight drop. Idea relate health important scientist.
Interesting operation improve bank expect majority respond success."
7946,6572,7896,Buy,2020-05-16 15:54:54,831.71,Cash,9343,"Sure month no every. Country accept southern option or. Word however morning politics.
Smile let again eat happy information. Military professor computer these."
436,3130,366,Sell,2023-03-17 05:29:58,871.71,Credit Card,6454,"Challenge control like carry knowledge oil strong. Behind term environment music information view. Since between option.
Tend push teach fish. Information many plant sell bring road season well."
8984,8586,5655,Buy,2020-01-07 10:39:43,775.03,Credit Card,2973,"According hope experience hard support head remain speech. Must apply attorney interview door various. Magazine administration statement leader provide.
Since lay that third design safe business."
1474,3016,2126,Pawn,2021-11-28 16:59:00,477.21,Cash,638,"Hot child important reality. Try attack well smile court woman enough. Wife very finally red make.
You music house cell each box you let. First office method write behind."
5078,8173,4218,Pawn,2024-02-28 08:03:12,890.65,Cash,2603,"Down figure draw single national where run. Soon loss red six. Inside forward still ask sing draw watch.
Long list education risk. Station stop report hotel practice citizen safe."
426,409,7379,Pawn,2023-06-01 14:54:55,686.62,Cash,9745,"Develop season travel relationship much want. Poor need hour discover.
Create feeling not right another part environment care. Report woman health natural. Heart treatment perform past."
8464,9885,5391,Pawn,2023-05-08 18:05:14,662.04,Credit Card,6965,"Close large its wall. Learn there structure process.
Relate cup beautiful I step. Upon believe indeed by year meeting. Choose possible sister crime effect about character product."
4157,6748,2978,Buy,2020-09-06 01:14:34,691.53,Debit Card,2358,"Audience worry apply stand recognize.
Put coach talk identify. Newspaper particular southern ten interesting. Mind off executive growth time best control."
51,6375,6722,Pawn,2020-12-17 13:56:16,777.52,Debit Card,4981,"Site southern look tend. Season so senior production employee.
Happy style key most friend order choice. Worker water involve whole prove ten.
Shake decade child garden."
2136,3097,387,Pawn,2020-02-20 14:04:09,876.1,Credit Card,611,"Enjoy security plan health clearly. Improve world man note. World east term benefit success two turn.
Air someone hear song.
Senior doctor our whatever avoid."
8952,7693,7213,Buy,2023-03-08 20:34:15,168.88,Credit Card,6493,Side water build business dinner travel rock. City some ready recent here we through.
6847,4904,2221,Redeem,2023-01-14 03:43:17,911.49,Debit Card,8452,"This it degree investment scene.
Trade fire treat. Sell try college go.
Station best building."
3472,7719,5788,Redeem,2022-11-14 14:49:56,765.78,Cash,17,Test capital whether cost. Five sure daughter billion. Central against hour few once quickly. Low treat a.
463,2402,7758,Redeem,2022-11-05 13:02:48,570.66,Debit Card,6971,Product field soldier Republican trade deep go. Imagine two animal plan. Election develop sea finish real likely. Perform future later we speech.
8057,4195,1560,Buy,2023-01-22 14:34:00,499.74,Cash,2579,"Inside he structure record political. Could safe another must suggest.
Impact drive benefit turn. Item serious section suffer ask."
9444,2171,4459,Redeem,2023-07-13 07:47:53,531.9,Credit Card,409,"Plant wait under beautiful. Movement great statement skin staff range around cut.
Story morning today population point experience. Law music receive traditional loss available you."
5445,6968,7675,Redeem,2020-03-15 16:43:31,975.48,Debit Card,1054,Trade never enter and enough campaign west. Usually section finally point. Bring forget behavior I arm.
4108,2764,9483,Redeem,2020-08-09 13:02:00,211.38,Cash,5550,Drive world level mother consumer whole lead middle. Local rise summer drug. Although enter policy even course time while. Public manager suffer second increase.
9792,3933,8039,Buy,2021-09-27 16:25:25,333.24,Cash,5282,Discussion artist allow expert drug daughter deal hair. Certainly hot physical available learn card significant. Lose reduce add vote offer explain.
1104,3554,1128,Sell,2020-07-10 22:21:43,337.41,Credit Card,2204,"Tv keep let cup similar.
Once whatever bring response. Arm partner student current interesting week view. Economic its some sell enter short."
5530,3779,2023,Sell,2020-10-24 01:56:16,959.74,Cash,7444,"And part those turn.
Low sister true about art scientist. Three because claim measure summer.
Gas stand candidate unit stuff. Would certain customer language they agency."
3838,5965,7478,Buy,2024-04-04 04:26:21,842.87,Debit Card,5836,"Situation manager fund save bit allow watch. Western let care listen quality.
Parent once staff. Lay become responsibility why but large amount."
3760,9577,2389,Buy,2021-01-25 02:49:08,287.29,Debit Card,4506,"Probably top dark skill establish beautiful raise. Spring simple budget buy head although yourself finish.
Carry option light line visit everybody. Company whole lawyer represent reason."
3610,1698,7257,Pawn,2021-03-12 21:41:10,77.27,Credit Card,3783,Cause message tax economy dinner low drive. With without dark company people former bit. Character than both sing though human. Pretty resource training discover kind shake.
8327,2646,4327,Redeem,2020-11-20 17:04:48,837.82,Credit Card,4100,"Citizen material safe player skill keep much agency. Go easy red girl man.
The west lead analysis science night no. Reduce mean off cup. Standard perhaps their time test."
1004,8921,1128,Sell,2024-03-09 03:20:53,845.99,Debit Card,5850,Area appear executive those successful single. Despite today artist food success air sister. Build property others today PM teach sing. Clear only say food authority wrong rest.
9857,9482,8281,Buy,2021-04-22 23:44:40,135.3,Cash,1795,Ground official democratic scene. Type despite present later view what. Top discussion product spend.
6801,8938,7028,Redeem,2020-08-26 14:34:47,959.29,Cash,7442,Mention road summer light meet wait share serve.
1612,6892,9161,Redeem,2020-02-14 07:26:09,466.31,Cash,8897,"Everyone standard former decision cut practice. Black me number.
Over major majority factor magazine situation article. Talk main Mrs bring agreement."
8390,8148,8493,Pawn,2021-04-04 01:39:27,201.96,Debit Card,9730,"Test main good summer. Night radio change partner pressure. Yard dog stuff level quickly benefit.
Discuss movie any shoulder hot thousand newspaper. Writer available understand him surface."
