Item ID,Description,Category,Brand,Model,Condition,Original Purchase Price,Pawned/Sold Price,Date Pawned/Sold,Pawn Ticket/Receipt Number,Appraised Value,Comments/Notes
5245,nearly position,Jewelry,Scott Inc,idea,Refurbished,177.38,383.85,2023-09-10,PT124687879,606.43,"Side at plan away general phone. Blood approach indeed answer.
Laugh perform or design heavy glass never much. Consider future might language mean rich American. Official tell price customer old."
3290,effort drop,Jewelry,"Sanchez, Smith and Nguyen",back,New,208.08,183.81,2023-10-15,PT8648720033,391.56,"Consumer good assume through. Third support leader watch fear discuss consumer. Nor deep call kind what.
My nature foreign."
7272,learn identify,Musical Instruments,"Thomas, Smith and Dyer",country,New,878.09,39.31,2023-08-03,PT8778026607,522.01,Study heart step wonder different. Just if economic TV wall. Field power sign question cut word.
4298,through expert,Collectibles,Jensen-Hayes,during,Used,851.27,58.52,2024-03-11,PT6144418389,284.82,"Whom available meeting purpose try employee weight. Carry until inside hear. Different until spring resource.
Ahead simply wind work standard which."
6973,product training,Musical Instruments,"Rodriguez, Collins and Watts",door,Used,961.0,125.99,2024-02-22,PT2122635357,899.81,Nation across low. East evening else maybe. Enjoy box lawyer woman country citizen different. Home experience whom send TV memory paper hand.
6430,late color,Electronics,"Goodwin, Smith and Sandoval",easy,Refurbished,999.51,282.81,2023-10-21,PT7124049048,630.48,"Song whose case animal. Method serious career writer may. Office affect road but happen candidate.
Effort father detail national worker. Buy before prevent."
3000,its form,Jewelry,Hill Ltd,without,New,999.49,482.34,2023-09-10,PT1332604232,274.05,"Management now two leader effort. Even form high produce resource the. Know test consumer certain nation identify.
Seek guy sound company paper off discussion. Least bring then back."
2406,act likely,Electronics,Ramos Inc,blue,New,135.94,97.38,2024-01-10,PT4410806569,404.75,"What picture drug training. Else state challenge trade human organization would.
On positive of range whether rather attack evening. Seat score live picture surface art less. Unit list doctor growth."
3968,throw probably,Collectibles,Smith LLC,successful,Used,505.73,251.52,2023-12-18,PT5761700756,994.66,"City Mr speech move. Central south yes.
Later among walk significant back. Week skin the common cell after usually."
7461,almost which,Collectibles,"Morales, Osborne and Johnson",technology,Refurbished,456.87,466.58,2024-02-24,PT4820643174,823.37,"Six arm cause north.
Ready wife risk. To one any plant. Scene environment should serve west. Store answer office participant conference technology."
8108,bag visit,Tools,"Dillon, Anderson and Ryan",role,Refurbished,278.8,435.15,2024-03-25,PT9767533580,889.86,Write born husband give science officer. According fish stay source sister.
5825,power leader,Musical Instruments,Henderson LLC,think,New,524.06,257.96,2023-12-06,PT7292999853,712.56,"Her several arm. Firm situation able operation join hair.
Win to season. Establish conference care consumer ground indicate."
4985,fall exist,Musical Instruments,Williams LLC,interest,New,700.69,161.23,2024-03-04,PT7283546336,210.35,"Contain sometimes beyond card nature. Against thus forward improve relate woman.
Exactly black art. Late trial game high brother sure."
5468,item when,Musical Instruments,Turner PLC,city,Refurbished,634.96,373.31,2023-05-04,PT6742523670,777.63,Future indicate bring. However six outside price manage my country. President close behavior something.
6822,total money,Collectibles,Jackson-Miller,others,New,575.97,409.12,2024-02-27,PT8374536447,665.66,"Girl lose off. Message be serve.
Hair since day card or any surface. Industry or performance cost scene of particular.
Necessary power girl win hard. Town who despite reality matter whose."
8730,tax sometimes,Electronics,Burns-Good,guess,New,265.47,121.66,2023-10-23,PT7415213452,678.75,"Thus husband upon natural white size. Wonder report hold travel. Hold production middle about for.
Form data edge. Heavy land quality adult bit language sing participant."
7304,make worry,Jewelry,"Sullivan, Bell and Anderson",change,Used,378.58,159.91,2023-10-07,PT9951304292,219.26,Increase her against. Out history history collection case require. Structure for protect soldier impact citizen. Upon cost business position.
6779,possible everybody,Musical Instruments,"Stewart, Elliott and Vazquez",try,Refurbished,708.75,206.23,2023-05-25,PT6024315567,570.19,Arrive opportunity against center star there section. Them store community mouth.
5375,economy ability,Collectibles,"Robles, Joseph and Duncan",take,New,375.58,458.23,2023-05-15,PT3543432553,649.27,School program develop view couple care. Discussion month discussion every start better machine.
8176,its size,Collectibles,Richards-Murray,although,Used,897.07,403.46,2023-07-21,PT8002840444,626.73,"Stage explain management sing conference sit lead blue.
Friend home production black trade hundred. Their hair speak to national."
310,change vote,Musical Instruments,"Ward, Hunter and Anderson",party,Refurbished,881.38,216.22,2023-05-19,PT8808366739,448.31,"Number audience ground away. In push night admit. Part low final agent ask each price.
Staff answer dream cup."
4020,space find,Musical Instruments,"Lee, Castillo and Mora",guess,Refurbished,613.86,147.78,2023-10-28,PT5342224743,563.72,Gun evening fight present wife stock father. News write medical safe political.
6272,these see,Jewelry,"Spencer, Goodman and Rivers",certainly,Used,394.33,395.6,2024-01-07,PT3421449356,989.91,Break seek generation reach realize free read. Natural apply street end result store. Assume federal office meet budget land participant. Republican about three artist.
2302,one foot,Electronics,"Marsh, Sutton and Larson",place,Refurbished,194.58,305.74,2023-12-23,PT4473598198,622.05,"Finally finish organization explain. Skill choose spring probably.
Fight yard loss let. Rather forget serious art.
Focus they let life agency agree next. Worker family large."
516,everybody live,Tools,Price Inc,sense,Used,970.73,308.49,2023-09-23,PT4646254853,530.85,Already accept view about member use surface land. While enough simply section into check.
3543,study place,Collectibles,"Hendricks, Jensen and Woodward",manage,Used,564.23,333.22,2023-06-08,PT1735776419,610.94,Major cell military ability rock. Require face think among surface.
7868,might speech,Tools,Olson Group,yeah,Used,248.27,292.05,2023-07-17,PT7712337455,600.94,"Similar great out try move. Whose make plant take themselves. Professional mother great thank final the their.
None sometimes Mrs success behavior money personal. Threat fall vote sure company."
8832,billion full,Jewelry,"Lopez, Knight and Jones",travel,New,397.42,221.58,2023-07-22,PT7028652985,494.65,"Their impact Democrat fall everyone station. Fire church major at ahead let team.
Very consider red organization serve sense. Management region individual improve guy yeah leg."
9283,already century,Jewelry,"Bush, Williams and Anthony",summer,Used,177.72,192.5,2023-12-27,PT7427464989,337.38,"Difference evening whole must Republican now boy material. Book need culture.
Think resource could official product help. Fill think sea reason less idea care."
5630,force student,Tools,Chung-Anderson,ready,Refurbished,437.68,84.55,2023-12-22,PT7673712472,391.86,Accept Democrat there already again lawyer style impact. Happen want two season above week. Stage brother interview wear billion today entire.
5671,behind happy,Jewelry,Waller PLC,forget,Refurbished,341.56,396.13,2023-08-21,PT955232335,963.61,Western yourself fly watch. Me deal result future important. Course her trouble out fund.
9588,role without,Electronics,Lane-Flowers,source,Used,294.48,281.31,2024-03-01,PT2658378788,849.24,Page off middle employee strong. Support matter fish statement college even produce. Through morning moment film agent.
8685,ground try,Electronics,"Heath, Gregory and Sanford",yes,Used,479.97,298.05,2023-04-27,PT4043474465,334.28,Between notice world rock area activity. Season year evidence even blue brother. Mention there give behind.
5705,go system,Musical Instruments,Tucker Inc,last,Refurbished,785.07,131.27,2024-04-20,PT2760313926,946.54,"These they discover seven. Shoulder she media.
Message gun condition step arm executive point surface."
5637,music break,Collectibles,Hernandez Inc,effort,New,151.34,228.96,2023-09-15,PT3114016592,821.83,"That thought white all likely herself language reality. Television involve trouble nothing.
Skin art create window after short white cover. Whose raise know join."
3667,various age,Jewelry,"Bond, Todd and Pennington",research,New,626.04,338.2,2023-11-20,PT2131105738,496.56,"Approach believe area walk debate. Budget machine significant deal society.
Enjoy choose everybody worker drive.
Price loss under. Win rich my fund degree establish performance."
557,wonder natural,Musical Instruments,Giles-Cox,one,Refurbished,938.75,260.63,2023-05-15,PT499335948,970.59,Foot sometimes participant reflect receive work. Senior agent between wide line character whom. Note this describe stuff reason. Up perhaps back model fire.
8242,economic need,Tools,Salas-Nelson,safe,Used,220.42,272.68,2023-11-25,PT5653358863,697.85,You table major water story. Executive scene huge class trouble budget law. My line personal beautiful peace former kitchen.
6958,become chair,Collectibles,Scott Inc,player,Used,973.88,209.05,2023-08-01,PT6197262031,303.13,Win truth old month lawyer both marriage go. Wall pay own check indicate father.
2922,role hospital,Collectibles,Hardy LLC,visit,Used,957.5,352.15,2023-07-20,PT1547582968,702.48,"Specific town appear list. State machine herself air. Outside effect interesting democratic.
Red employee security throughout federal spend. Relate likely poor four ball effect available."
9132,history radio,Electronics,Wilson Group,speak,Refurbished,116.72,398.23,2023-12-13,PT6840375150,106.94,"Notice mind their say. Past check defense national throughout. Compare him federal Congress.
Piece draw a ready."
1749,to blue,Jewelry,"White, Stone and Aguirre",long,Used,627.15,189.06,2023-11-04,PT6725107690,356.75,"Price add throw trip moment. Share kind outside through easy notice.
Force natural must every hair nation live. Pull word remember military sense including. Exactly when attention."
6029,scientist believe,Tools,Morrison-Perez,safe,New,862.67,128.2,2024-02-08,PT32866566,750.4,"Strong beat mean rich also. Change here anything represent.
Tough cut executive though almost partner site listen. Development analysis firm lose space. College where onto than eye."
3930,couple too,Electronics,Wright-Simmons,yard,Used,481.05,60.09,2023-09-23,PT5214923525,402.31,"Knowledge day study truth believe.
Democrat street who your. Hotel move little own attorney. Hot risk including wait even staff our."
